"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","connected_by","rank_user","show_movies","rank_user href","rank_newbie","rank_newbie href"
",  Group H1","2016-06-26 10:45","World Grand Prix 2016","https://women.volleybox.net/tr/women-world-grand-prix-2016-o3268/matches","Hong Kong Coliseum, Kowloon","https://women.volleybox.net/tr/hong-kong-coliseum-a105/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/china-usa-c3370","9 yıl önce önce  tarafından eklendi","przemek16","","https://women.volleybox.net/tr/user/przemek16","",""
",  Group K1","2016-07-06 11:00","World Grand Prix 2016","https://women.volleybox.net/tr/women-world-grand-prix-2016-o3268/matches","Indoor Stadium Huamark, Bangkok","https://women.volleybox.net/tr/indoor-stadium-huamark-a408/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/usa-netherlands-c3398","8 yıl önce önce  tarafından eklendi","przemek16","","https://women.volleybox.net/tr/user/przemek16","",""
",  Group K1","2016-07-08 11:00","World Grand Prix 2016","https://women.volleybox.net/tr/women-world-grand-prix-2016-o3268/matches","Indoor Stadium Huamark, Bangkok","https://women.volleybox.net/tr/indoor-stadium-huamark-a408/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/usa-china-c3400","8 yıl önce önce  tarafından eklendi","przemek16","2","https://women.volleybox.net/tr/user/przemek16","",""
",  Semi-Final (Group 1)","2016-07-09 14:00","World Grand Prix 2016","https://women.volleybox.net/tr/women-world-grand-prix-2016-o3268/matches","Indoor Stadium Huamark, Bangkok","https://women.volleybox.net/tr/indoor-stadium-huamark-a408/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/russia-t1129/matches","https://volleybox.net/media/img/light-px.png","Rusya","https://women.volleybox.net/tr/usa-russia-c3411","8 yıl önce önce  tarafından eklendi","przemek16","","https://women.volleybox.net/tr/user/przemek16","",""
",  Final (Group 1)","2016-07-10 14:00","World Grand Prix 2016","https://women.volleybox.net/tr/women-world-grand-prix-2016-o3268/matches","Indoor Stadium Huamark, Bangkok","https://women.volleybox.net/tr/indoor-stadium-huamark-a408/matches","Brezilya","https://women.volleybox.net/tr/brazil-t724/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/brazil-usa-c3412","8 yıl önce önce  tarafından eklendi","przemek16","1","https://women.volleybox.net/tr/user/przemek16","",""
",  Group B","2016-08-06 13:05","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/puerto-rico-t1120/matches","https://volleybox.net/media/img/light-px.png","Porto Riko","https://women.volleybox.net/tr/usa-puerto-rico-c31755","5 yıl önce önce  tarafından eklendi","","","","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group B","2016-08-08 11:00","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/usa-netherlands-c31758","5 yıl önce önce  tarafından eklendi","","","","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group B","2016-08-10 11:00","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","Sırbistan","https://women.volleybox.net/tr/usa-serbia-c31762","5 yıl önce önce  tarafından eklendi","","","","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group B","2016-08-12 11:00","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/italy-t922/matches","https://volleybox.net/media/img/light-px.png","İtalya","https://women.volleybox.net/tr/usa-italy-c31764","5 yıl önce önce  tarafından eklendi","","","","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  Group B","2016-08-14 13:05","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","Çin","https://women.volleybox.net/tr/usa-china-c31768","5 yıl önce önce  tarafından eklendi","","1","","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  quarterfinal","2016-08-16 12:00","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Japonya","https://women.volleybox.net/tr/japan-t928/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/japan-usa-c6097","7 yıl önce önce  tarafından eklendi","","1","","",""
",  semi-final","2016-08-18 09:00","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/serbia-usa-c31773","5 yıl önce önce  tarafından eklendi","","1","","Boones","https://women.volleybox.net/tr/user/GamemerBoonprasop"
",  3rd place match","2016-08-20 17:00","Olimpiyat Oyunları 2016","https://women.volleybox.net/tr/women-the-olympics-2016-o965/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Hollanda","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/netherlands-usa-c113322","3 yıl önce önce  tarafından eklendi","","","","",""
