"info","info 2","info 3","info href","tooltip-info","tooltip-info href","team_name","team_name href","logo src","score","tooltip_item href 2","logo src 2","guest","btn-add-review href","show_predictions","show_movies","show_movies href","show_movies 2","show_movies 3","connected_by","rank_user","rank_user href","rank_moderator","rank_moderator href"
",  Group A","2023-09-17 08:00","Dünya Olimpiyat Elemeleri 2024","https://women.volleybox.net/tr/women-world-olympic-qualification-2024-o30230/matches","Ningbo Beilun Gymnasium Hall, Ningbo","https://women.volleybox.net/tr/ningbo-beilun-gymnasium-hall-a110/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/upload/teams/nt_flag_Dominican_Republic.png","3 : 2","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/upload/teams/nt_flag_Canada.png","Kanada","https://women.volleybox.net/tr/dominican-republic-canada-c190927","77","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256623791","1","1","1 yıl önce önce  tarafından eklendi","yusuf_kucuk_14","https://women.volleybox.net/tr/user/yusuf_kucuk_14","",""
",  Group A","2023-09-19 08:00","Dünya Olimpiyat Elemeleri 2024","https://women.volleybox.net/tr/women-world-olympic-qualification-2024-o30230/matches","Ningbo Beilun Gymnasium Hall, Ningbo","https://women.volleybox.net/tr/ningbo-beilun-gymnasium-hall-a110/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/upload/teams/nt_flag_Dominican_Republic.png","3 : 0","https://women.volleybox.net/tr/ukraine-t1246/matches","https://volleybox.net/media/upload/teams/nt_flag_Ukraine.png","Ukrayna","https://women.volleybox.net/tr/dominican-republic-ukraine-c190931","81","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256624087","1","3","1 yıl önce önce  tarafından eklendi","yusuf_kucuk_14","https://women.volleybox.net/tr/user/yusuf_kucuk_14","",""
",  Group A","2023-09-20 08:00","Dünya Olimpiyat Elemeleri 2024","https://women.volleybox.net/tr/women-world-olympic-qualification-2024-o30230/matches","Ningbo Beilun Gymnasium Hall, Ningbo","https://women.volleybox.net/tr/ningbo-beilun-gymnasium-hall-a110/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/upload/teams/nt_flag_Dominican_Republic.png","3 : 0","https://women.volleybox.net/tr/mexico-t1018/matches","https://volleybox.net/media/upload/teams/nt_flag_Mexico.png","Meksika","https://women.volleybox.net/tr/dominican-republic-mexico-c190935","79","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256624512","1","1","1 yıl önce önce  tarafından eklendi","yusuf_kucuk_14","https://women.volleybox.net/tr/user/yusuf_kucuk_14","",""
",  Group A","2023-09-22 05:00","Dünya Olimpiyat Elemeleri 2024","https://women.volleybox.net/tr/women-world-olympic-qualification-2024-o30230/matches","Ningbo Beilun Gymnasium Hall, Ningbo","https://women.volleybox.net/tr/ningbo-beilun-gymnasium-hall-a110/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/serbia-dominican-republic-c190938","83","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256625223","1","1","1 yıl önce önce  tarafından eklendi","yusuf_kucuk_14","https://women.volleybox.net/tr/user/yusuf_kucuk_14","",""
",  Group A","2023-09-23 14:30","Dünya Olimpiyat Elemeleri 2024","https://women.volleybox.net/tr/women-world-olympic-qualification-2024-o30230/matches","Ningbo Beilun Gymnasium Hall, Ningbo","https://women.volleybox.net/tr/ningbo-beilun-gymnasium-hall-a110/matches","Çin","https://women.volleybox.net/tr/china-t760/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/china-dominican-republic-c190945","81","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256626187","1","1","1 yıl önce önce  tarafından eklendi","yusuf_kucuk_14","https://women.volleybox.net/tr/user/yusuf_kucuk_14","",""
",  Group A","2023-09-24 11:00","Dünya Olimpiyat Elemeleri 2024","https://women.volleybox.net/tr/women-world-olympic-qualification-2024-o30230/matches","Ningbo Beilun Gymnasium Hall, Ningbo","https://women.volleybox.net/tr/ningbo-beilun-gymnasium-hall-a110/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","3 : 2","https://women.volleybox.net/tr/netherlands-t1057/matches","https://volleybox.net/media/img/light-px.png","Hollanda","https://women.volleybox.net/tr/dominican-republic-netherlands-c190948","84","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256626433","1","2","1 yıl önce önce  tarafından eklendi","yusuf_kucuk_14","https://women.volleybox.net/tr/user/yusuf_kucuk_14","",""
",  Week One","2024-05-16 03:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Sırbistan","https://women.volleybox.net/tr/serbia-t1159/matches","https://volleybox.net/media/img/light-px.png","1 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/serbia-dominican-republic-c215136","135","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256659415","1","1","1 yıl önce önce  tarafından eklendi","I…Y","","",""
",  Week One","2024-05-17 03:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Dominik Cumhuriyeti","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/canada-t742/matches","https://volleybox.net/media/img/light-px.png","Kanada","https://women.volleybox.net/tr/dominican-republic-canada-c215142","130","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256659959","2","1","1 yıl önce önce  tarafından eklendi","I…Y","","",""
",  Week One","2024-05-18 23:30","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Güney Kore","https://women.volleybox.net/tr/south-korea-t946/matches","https://volleybox.net/media/img/light-px.png","0 : 3","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/south-korea-dominican-republic-c215153","128","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256661927","1","1","1 yıl önce önce  tarafından eklendi","I…Y","","",""
",  Week One","2024-05-19 20:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Ginásio do Maracanãzinho, Rio de Janeiro","https://women.volleybox.net/tr/ginasio-do-maracanazinho-a72/matches","Amerika Birleşik Devletleri","https://women.volleybox.net/tr/usa-t1255/matches","https://volleybox.net/media/img/light-px.png","3 : 0","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/usa-dominican-republic-c215159","124","1","https://www.fivb.org/vis2009/getdocument.asmx?no=256662429","1","1","1 yıl önce önce  tarafından eklendi","I…Y","","",""
",  Week Two","2024-05-28 10:00","Voleybol Milletler Ligi 2024","https://women.volleybox.net/tr/women-volleyball-nations-league-2024-o30705/matches","Macau Forum, Macau","https://women.volleybox.net/tr/macau-forum-a107/matches","Tayland","https://women.volleybox.net/tr/thailand-t1213/matches","https://volleybox.net/media/img/light-px.png","3 : 1","https://women.volleybox.net/tr/dominican-republic-t805/matches","https://volleybox.net/media/img/light-px.png","Dominik Cumhuriyeti","https://women.volleybox.net/tr/thailand-dominican-republic-c215162","128","1","https://documents.f0c6c49f151fe911cf8b40b1c8b76870.r2.cloudflarestorage.com/256664556.pdf?X-Amz-Expires=300&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4eadf20dca12f8519c5ece6401b4d8f0%2F20240528%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240528T183522Z&X-Amz-SignedHeaders=host&X-Amz-Signature=569681275ec89494aee36a20d7eb2dd888ff94712d11137eef8911ef6fafa5d6","2","1","1 yıl önce önce  tarafından eklendi","I…Y","","",""
